"X","tweet_text","tweet_sentiment"
3412,"MY T-MOBILE / IPHONE NIGHTMARE http://t.co/Gs9wNwmawu #iPhone6 @BlackBerry @apple @TMobile http://t.co/YtoMvsJfVx","negative"
3418,"RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree.","negative"
3420,"RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree.","negative"
3425,"@Apple fuck u n this weak ass iPhone","negative"
3432,"cocky ass apple. i was talking bout da fruit. fuck you. @apple http://t.co/nxK3gcg7v0","negative"
3436,"Lmfao RT @hellvcopter: cocky ass apple. i was talking bout da fruit. fuck you. @apple http://t.co/HjISNmx6aZ","negative"
3439,"RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree.","negative"
3440,"FUCK YOU @Apple","negative"
3449,"RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree.","negative"
3454,"Oh @espn your live streaming on @apple tv blows.","negative"
3458,"RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree.","negative"
3462,"RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree.","negative"
3464,"Why does my battery die so quick @apple","negative"
3472,"@Apple airplay sucks on Yosemite","negative"
3474,"RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree.","negative"
3477,"@ok_fatty @apple thanks 4 almost burning my house down","negative"
3482,"I seriously f-ing HATE this new version of @Apple iTunes. Spend HOURS trying to figure out how to synch w/o deleting everything.","negative"
3483,"@Apple!! What the heck??? My phone screen looks like it lost a battle with a windstorm! http://t.co/HcTgCIjxBS","negative"
3489,"@TeamCavuto @Rowdman53 @Apple It's democrat funded OWS &amp;paid protesters distraction from democrat failures ACA, Amnesty,taxes,debt,economy","negative"
3494,"Why does my phone suck so much @apple","negative"
3498,"RT @animaItoes: Why does my phone suck so much @apple","negative"
3499,"RT @animaItoes: Why does my phone suck so much @apple","negative"
3500,"@Apple fix addis' phone so we can text each other pls and thx","negative"
3504,"@Apple can you please make a charger that actually last","negative"
3506,"@arstechnica @joemullin Come on @Apple, @Google, et al.-get your STB together so we can bypass cable/satellite companies.","negative"
3511,"Ayyy my fourth phone charger this week broke today @apple fuck you","negative"
3517,"So here's the deal, I'm taking this phone and beating the shit out of it. Fuck you @AppStore @Apple whatever your damn twitter is, Fuck You","negative"
3519,"iPhones are mad sensitive bro, if it's too cold, it dies even with a lot of battery left. If it's too hot, it shuts down as well SMFH @Apple","negative"
3522,"#xcode #AAPL - source kit crash in swift - getting annoying now.","negative"
3524,"@Tyniaaaa_  FUCK @JColeNC  and @apple","negative"
3525,"Worst thing I ever did was update the software on my computer. This update is trash @apple","negative"
3534,"so with ios8 u can delete a contact but its not actually deleted fml fuck u @apple","negative"
3535,"RT @dbreeeezy_: so with ios8 u can delete a contact but its not actually deleted fml fuck u @apple","negative"
3536,"RT @TeamCavuto: Protesters stage #DieIn protests in @Apple store in NYC... Is it me, or is this anger misplaced? RETWEET if you agree.","negative"
3537,"@Apple my phone just died at 5% and I feel betrayed.","negative"
3540,"Dear @apple. Worst idea ever. Fix it. http://t.co/TSisv9EJhg","negative"
3542,"RT @Jus_Trippy: i need new emojis , preferably some brown people an shxt like that @apple","negative"
3544,"Hey @Apple what the hell is this hahaha http://t.co/r1Uspl8dHn","negative"
3546,"My spellcheck makes me wanna stab somebody, that isn't the fuckin word I wanted to use @apple","negative"
3548,"@Apple YH News China reminds Apple on need to support privacy, security in its products: Apple can have access...  http://t.co/hNuWafq0sI","negative"
3549,"@angelicaxpham does it look like i fucking have 12 days @apple","negative"
3555,"@ganondaIf why is the quality so bad on these WEBCAM PICS EXCUSE ME @APPLE","negative"
3559,"@apple thanks for making the shittiest chargers","negative"
3560,"The hell does this mean @apple one day Skype won't let me login now I can't even open the app http://t.co/SegFVq5Mzx","negative"
3565,"These Damn @Apple Commercials Are Getting Worse and Worse","negative"
3567,"No, @Apple, don't 'remind me tomorrow'. Just f'ing TELL ME what the updates you want to install actually ARE.","negative"
3572,"Congrats @apple on making an iPhone recording DRM protected so we can't play it anywhere we want #fail","negative"
3574,"Danger* but ok @Apple wanna fuck with me","negative"
3576,"my iphone6 plus is impossible to hold without a cover it slides out if my hand #apple #iphone @apple","negative"
3578,"@apple #ios8 The lack of true keyboard integration is KILLING me! Half-assed implementations aren't solutions!","negative"
3580,"RT @Jus_Trippy: i need new emojis , preferably some brown people an shxt like that @apple","negative"
3589,"Best apps 2014 it seems. What's wrong with @apple? http://t.co/fhdU46pFZh","negative"
3596,"Here we go again wit this 'waiting for items to copy' shit on iTunes, y'all pissing me off @Apple","negative"
3601,"How is my battery already 83% within 15 minutes of usage. Fix up @apple","negative"
3605,"@ohaiigloria @hahahamark @apple explain yourselves","negative"
3611,"@apple#ipad #irig  For the price to connect my guitar I could buy a real amp loud enough to perform! #ripoff","negative"
3618,"YES I LOVE WHEN NONE OF MY STUFF WORKS THANK YOU @APPLE","negative"
3619,"real quick shout out to @apple for your technology never working","negative"
3631,"Attention @apple! Your free iPads would go faster if your emails didn't go straight to junk folders. #sortitout","negative"
3633,"Dear @apple - sometimes when I write 'gave' it means I want the word 'gave', not the word 'have. It's not a typo.","negative"
3639,"Hey @Apple the keyboard on my phone is all sorts of drunk this morning send help pls thx","negative"
3659,"It's official: #Williamsburg is no longer hip anymore. http://t.co/YqM55v8SBD @Apple","negative"
3680,"That moment when you're typing a tweet and the official @Twitter client on your @Apple #iPad 1 CRASHES. &gt;:(","negative"
3681,"Apple Inc. is doomed. $AAPL dropped by 1.11%! Currently priced at 111.155. http://t.co/K6PKMj3Sbf #AAPL","negative"
3687,"IN YOUR FACE @apple","negative"
3688,"@apple one of my iPhone 5 speakers just stopped working, that's not cool..send me the iPhone 6 and I will forgive you","negative"
3692,"4-inch #iPhone6: Five Reasons #Apple Won't Make It - Forbes #aapl http://t.co/RsGPtWRaEZ","negative"
3695,".@apple you suck","negative"
3696,"RT @bchmura12: .@apple you suck","negative"
3700,"Apple 'hoarding' iPhone 6 supply for its own stores $AAPL #aapl
http://t.co/NlSgE3QD2s","negative"
3703,"Happy Monday! My camera on my fancy @Apple #iPhone6Plus suddenly stopped working this weekend, so instead - I meme. http://t.co/lp9KPujmPg","negative"
3709,"$AAPL shares fall despite price target increases from BMO Capital and Citigroup http://t.co/vInsdgqxCA #Apple #AAPL #WallStreet #NASDAQ","negative"
3713,"No @Apple TV update for me yet","negative"
3726,"my iPhone is fucked. Thanks @apple and @EE what great help you were. Where can i get a new iPhone from?","negative"
3732,".@Apple and @Amazon refuse to make full federal workforce diversity data public http://t.co/8LIir5Tpjs #Diversity #Tech #technology #jobs","negative"
3733,"The pop up message box on Iphones is terrible @apple","negative"
3737,"Why Apple and Microsoft Should be Worried About Google's Chromebooks $AAPL #aapl
http://t.co/Vy3tiENimQ","negative"
3738,"#AAPL:Apple (AAPL) Stock Is Falling Today Amid iPod Pricing Lawsuit...http://t.co/IleRHoXjc3","negative"
3741,".@Apple it really makes it hard to spend money on apps with functionality that might soon disappear on the Today Menu.  Please stop this.","negative"
3744,"I've tried turning it off and on, what's my problem here? @apple http://t.co/HYSbBXpvz5","negative"
3745,"RT @iLoveMyMom98: I've tried turning it off and on, what's my problem here? @apple http://t.co/HYSbBXpvz5","negative"
3754,"RT @iLoveMyMom98: I've tried turning it off and on, what's my problem here? @apple http://t.co/HYSbBXpvz5","negative"
3760,"@steveliesman whatever it takes to bring this stock down you'll do it. Nothing is too dumb #AAPL !!!","negative"
3761,"iPod Lawsuit Loses Last Plaintiff as Judge Discusses Halt Amid Search for Replacements http://t.co/OgDA4czK3Q #AAPL","negative"
3765,"@Apple, you made a mistake. Now itå«s time to Replace or Fix All 2011 Macbook Pro with Graphics Failure. #MBP2011  http://t.co/n64Ygo7JlT","negative"
3775,"Literally have been trying to get my @Apple ID re-enabled since November. Why in the actual fuck is this so difficult?","negative"
3779,"#AAPL:Apple products may have Bah! Humbug! holiday: Survey...http://t.co/v0pgoghDwd","negative"
3780,"RT @iLoveMyMom98: I've tried turning it off and on, what's my problem here? @apple http://t.co/HYSbBXpvz5","negative"
3785,"Please @apple, make the green button do what it used to do. Full screen is the exception, not the rule. #whomovedmycheese","negative"
3789,"another fucking software update? really? @apple","negative"
3797,"@apple @tim_cook its 28 mb ! Why do i need WiFi to install it???? http://t.co/gQ0pJqNRIK","negative"
3798,"Just been handed this @apple device to fix ..m.. owner doesn't fancy waiting .... #nowounder http://t.co/Op8YZAOJk0","negative"
3799,"Dear Santa, All I want for Christmas is for @Apple to send my iPhone (ordered 9/29).","negative"
3800,"YES.  RT @garrett_wollman: No, @Apple, don't 'remind me tomorrow'. Just f'ing TELL ME what the updates you want to install actually ARE.","negative"
3801,"Please, @Apple, don't go the way @Facebook has gone with their iOS 'release notes'.  We DESERVE to know what's happening with our gear.","negative"
3805,"Gave @apple over 3k for a computer weeks ago...and still nothing. Awesome.","negative"
3806,"Happy Monday! My camera on my fancy @Apple #iPhone6Plus suddenly stopped working this weekend, so instead - I meme. http://t.co/9IbDKwrdhZ","negative"
3810,"BLOCK TRADE detected in #AAPL","negative"
3811,"We hope @Apple doesn't use glass for their new Store in #Williamsburg 

We are afraid The #Sikrikim and #Tzimerman will break it...","negative"
3812,"@apple why did you make it so difficult to get help with your products?  I just wasted 45 minutes of my life online and still am nowhere.","negative"
3814,"My phone went from 78% to 21% @apple please tell me how that is mathematically possible","negative"
3815,"Average Mac User Faced Nine Malware Threats Last Year, but OS X Remains Minor Target [Mac Blog] http://t.co/NvRO4DnFYO #AAPL","negative"
3817,"RT @marisalovexox: My phone went from 78% to 21% @apple please tell me how that is mathematically possible","negative"
3820,"Fuck this is the third charger I've broke in like two months @apple u suck and you know it","negative"
3824,"13% left what even is this shit @apple","negative"
3827,"RT @iLoveMyMom98: I've tried turning it off and on, what's my problem here? @apple http://t.co/HYSbBXpvz5","negative"
3831,"C'mon @Apple I'm ready to buy your watch. Hurry up. #applewatch http://t.co/oe0NTvNAc8","negative"
3833,"had android chargers for years &amp; they're still top tier. please keep up, @Apple.","negative"
3835,".@Apple please ban 'After School' and 'Yik Yak' apps from iTunes/App Store. These are apps being used for anonymous bullying &amp; threats.","negative"
3842,"RT @iLoveMyMom98: I've tried turning it off and on, what's my problem here? @apple http://t.co/HYSbBXpvz5","negative"
3845,"Thinking of upgrading to #Yosemite? Think twice  http://t.co/dU0Mpaw5Ri It's not for everyone. RT #ASMSG @Apple","negative"
3848,"proof @apple does not use it's own products. freaking MAIL shows up in SEARCH FOR FILE in the FINDER!

nut kicks. http://t.co/64hu4wqNkV","negative"
3850,"really @apple? your search tool is USELESS. nut kicks http://t.co/KQH02bePBu","negative"
3851,"Ur minute has been about 10 minutes @apple http://t.co/tInVuQNYAM","negative"
3854,"So @Apple just gave me a huge middle finger to the face","negative"
3855,"RT @Ecofantasy: Thinking of upgrading to #Yosemite? Think twice  http://t.co/dU0Mpaw5Ri It's not for everyone. RT #ASMSG @Apple","negative"
3856,"RT @Ecofantasy: Thinking of upgrading to #Yosemite? Think twice  http://t.co/dU0Mpaw5Ri It's not for everyone. RT #ASMSG @Apple","negative"
3858,"why isnt group facetime a thing @apple wtf","negative"
3878,"Being held hostage at @apple - They are replacing the whole phone. Last backup at 630 a.m. this morning so anything since was byebyebye.","negative"
3881,"hey @apple is it normal for my laptop charger to be soldering itself to my skin? Thanks! - J","negative"
3885,"My iPhone 5's photos are no longer downloading automatically to my laptop when I sync it. @apple support is unhelpful. Any ideas?","negative"
